Customer Number;Customer Name;Age;Gender;Country;Type of Commercial;Direction of Commercial;Time on Website (Min);Items Bought on Website
1213;Danielle Johnson;20;Man;Sverige;Helsidereklam;Husbil-Familj;6.22;1
1214;Catherine Martinez;42;Man;Sverige;Sidebarreklam;Husbil-Sport;7.38;4
1215;Laura Alexander MD;28;Man;Danmark;Popuppreklam med musik;Husbil-Budget;2.88;1
1216;Michael Cline;50;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.91;1
1217;Tina Sanchez;48;Man;Norge;Popuppreklam med musik;Husbil-Sport;2.91;2
1218;Paul Rich;45;Man;Norge;Popuppreklam med musik;Husbil-Sport;2.92;1
1219;John Chavez;30;Man;Sverige;Helsidereklam;Husbil-Sport;3.87;1
1220;Jeanne Howard;69;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.92;1
1221;Heather Hoffman;55;Kvinna;England;Helsidereklam;Husbil-Sport;6.86;1
1222;Paul Jones;52;Man;Sverige;Helsidereklam;Husbil-Sport;6.23;1
1223;John West;49;Man;Sverige;Helsidereklam;Husbil-Familj;4.83;1
1224;Travis King;76;Man;Sverige;Sidebarreklam;Husbil-Familj;7.37;2
1225;Travis Rice;75;Man;Sverige;Helsidereklam;Husbil-Lyx;5.12;2
1226;Cheryl Lutz;72;Man;Sverige;Helsidereklam;Husbil-Sport;5.41;1
1227;Shannon Noble;19;Man;Tyskland;Sidebarreklam;Husbil-Familj;7.37;3
1228;Jessica Mason;75;Man;Tyskland;Helsidereklam;Husbil-Lyx;3.2;0
1229;Jessica Ryan;45;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;7.36;1
1230;Ashley Williams;71;Man;Norge;Helsidereklam;Husbil-Lyx;4.79;2
1231;Anna Kim;77;Man;Norge;Sidebarreklam;Husbil-Budget;7.36;0
1232;Melanie Nelson;76;Man;Tyskland;Helsidereklam;Husbil-Sport;6.46;1
1233;Emma Cooper;50;Man;Sverige;Helsidereklam;Husbil-Lyx;4.1;1
1234;Sabrina Todd;31;Man;Sverige;Sidebarreklam;Husbil-Familj;7.36;0
1235;Stephanie Perez;56;Man;Norge;Helsidereklam;Husbil-Budget;7.02;1
1236;Kristina Esparza;22;Man;Sverige;Helsidereklam;Husbil-Budget;5.01;1
1237;Vincent Knox;31;Man;Sverige;Sidebarreklam;Husbil-Familj;7.33;0
1238;Diane Garcia;56;Kvinna;Norge;Helsidereklam;Husbil-Budget;3.31;0
1239;Kayla Henderson;37;Man;Norge;Popuppreklam med musik;Husbil-Lyx;2.92;0
1240;Tyler Wade;39;Kvinna;Norge;Popuppreklam med musik;Husbil-Budget;2.93;1
1241;Anthony Diaz;37;Man;Norge;Popuppreklam med musik;Husbil-Budget;2.94;0
1242;Eric Nielsen;27;Man;Tyskland;Helsidereklam;Husbil-Lyx;5.32;2
1243;Brenda Williams;55;Man;Norge;Sidebarreklam;Husbil-Sport;7.33;1
1244;James Owens;49;Kvinna;Norge;Sidebarreklam;Husbil-Sport;7.31;1
1245;Richard Fields;23;Man;Sverige;Sidebarreklam;Husbil-Budget;7.3;0
1246;Andrea Pratt;22;Man;Norge;Helsidereklam;Husbil-Sport;4.21;1
1247;Tammy Scott;52;Man;Sverige;Helsidereklam;Husbil-Lyx;7;1
1248;Kurt Davis;46;Man;Tyskland;Sidebarreklam;Husbil-Lyx;7.3;1
1249;Daniel Stanley;44;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.94;2
1250;Cheryl Schmidt;28;Kvinna;Danmark;Helsidereklam;Husbil-Familj;3.91;2
1251;Jessica Pruitt;34;Man;Sverige;Sidebarreklam;Husbil-Sport;7.29;0
1252;Patricia Schroeder;20;Man;Sverige;Helsidereklam;Husbil-Budget;6.28;1
1253;Danielle Butler;73;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.94;3
1254;Joshua Phillips;45;Kvinna;Norge;Helsidereklam;Husbil-Lyx;5.74;0
1255;Jonathan Fuller;28;Man;Sverige;Helsidereklam;Husbil-Lyx;6.94;0
1256;Kenneth Berry;70;Man;Sverige;Helsidereklam;Husbil-Sport;6.91;2
1257;Sara Fuller;40;Kvinna;Danmark;Helsidereklam;Husbil-Familj;5.53;1
1258;Sydney Garcia;78;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;2.95;1
1259;James Cooper;72;Man;Sverige;Popuppreklam med musik;Husbil-Budget;2.95;2
1260;Annette Harris;68;Man;Norge;Popuppreklam med musik;Husbil-Familj;2.95;1
1261;Randy Harrell;53;Man;Sverige;Popuppreklam med musik;Husbil-Sport;2.96;1
1262;Lori Pittman;21;Man;Sverige;Popuppreklam med musik;Husbil-Familj;2.98;0
1263;Savannah Peck;67;Man;Sverige;Sidebarreklam;Husbil-Sport;7.29;1
1264;Christopher Johnson;36;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;2.99;1
1265;Jillian Reid;78;Man;Norge;Sidebarreklam;Husbil-Lyx;7.27;2
1266;Michael Myers;31;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3;0
1267;Mark Burton;32;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.09;0
1268;Anthony Brooks;43;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;3.02;0
1269;Krista Montgomery;48;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.05;1
1270;Michelle Patterson;33;Man;Tyskland;Sidebarreklam;Husbil-Lyx;7.27;0
1271;Brian Diaz;38;Man;Sverige;Sidebarreklam;Husbil-Sport;7.27;1
1272;Todd Lloyd;77;Kvinna;Tyskland;Sidebarreklam;Husbil-Sport;7.26;0
1273;Michael Nguyen;35;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;6.65;1
1274;Mary Smith;73;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.24;1
1275;William Lang;38;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.06;1
1276;Tiffany King;55;Man;Sverige;Sidebarreklam;Husbil-Familj;7.24;2
1277;Sarah Jones;40;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.23;3
1278;Derrick Sherman;40;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.06;1
1279;Brooke Nichols;79;Kvinna;Tyskland;Helsidereklam;Husbil-Budget;5.44;2
1280;Amanda Stevens;31;Man;Sverige;Helsidereklam;Husbil-Budget;5.35;0
1281;Nicholas Miller;34;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.06;1
1282;William Morgan;38;Kvinna;Norge;Sidebarreklam;Husbil-Familj;7.23;3
1283;Brian Porter;46;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.23;1
1284;Abigail Lopez;64;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.06;1
1285;Dr. Tiffany Rodriguez;76;Man;England;Sidebarreklam;Husbil-Lyx;7.22;1
1286;Phillip Wright;44;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.07;0
1287;Kevin Schultz;40;Man;Sverige;Helsidereklam;Husbil-Budget;7.11;0
1288;Timothy Bennett;80;Man;Sverige;Helsidereklam;Husbil-Familj;4.01;1
1289;Michael Diaz;62;Kvinna;Norge;Sidebarreklam;Husbil-Budget;7.21;0
1290;Jennifer Alvarez;26;Man;Sverige;Helsidereklam;Husbil-Budget;6.65;2
1291;Mrs. Alison Parker;34;Man;Sverige;Sidebarreklam;Husbil-Budget;7.21;1
1292;Lisa Miller;25;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.2;4
1293;Joshua Jordan;48;Man;Norge;Helsidereklam;Husbil-Familj;3.22;0
1294;Tyler Mckinney;74;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.2;1
1295;Audrey Best;70;Man;Norge;Sidebarreklam;Husbil-Lyx;7.2;1
1296;James Flores;79;Man;Sverige;Helsidereklam;Husbil-Familj;4.49;0
1297;Angelica Decker;42;Man;Sverige;Helsidereklam;Husbil-Sport;4.4;2
1298;Michelle Walsh;55;Man;Danmark;Popuppreklam med musik;Husbil-Sport;3.08;0
1299;Thomas Davis;50;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.64;1
1300;Dakota Miller;34;Kvinna;Danmark;Helsidereklam;Husbil-Familj;6.05;2
1301;Patricia Knox;74;Kvinna;Tyskland;Popuppreklam med musik;Husbil-Budget;3.09;1
1302;Craig Berry;43;Kvinna;Sverige;Helsidereklam;Husbil-Familj;5.2;2
1303;Regina Lowery;56;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.1;0
1304;William White;22;Man;Sverige;Helsidereklam;Husbil-Familj;3.17;2
1305;Ian Alexander;38;Man;Norge;Helsidereklam;Husbil-Familj;6.22;1
1306;Karen Shaw;58;Man;Sverige;Sidebarreklam;Husbil-Budget;7.19;0
1307;Alexandra Diaz;66;Kvinna;Danmark;Helsidereklam;Husbil-Budget;5.93;2
1308;William Diaz;19;Kvinna;Danmark;Helsidereklam;Husbil-Budget;3.14;2
1309;Brian Griffin;61;Man;Danmark;Helsidereklam;Husbil-Sport;6.59;1
1310;Wanda Blankenship;54;Kvinna;Norge;Popuppreklam med musik;Husbil-Lyx;3.1;0
1311;Marcus Rodriguez;71;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;3.11;2
1312;Jillian Lowe;26;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;3.11;0
1313;Kelly Gentry;53;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.11;1
1314;Christina Barnes;75;Man;Norge;Popuppreklam med musik;Husbil-Budget;3.12;1
1315;Stacey Arnold;67;Kvinna;Danmark;Helsidereklam;Husbil-Familj;5.23;0
1316;Steven Choi;63;Kvinna;Danmark;Helsidereklam;Husbil-Budget;6.99;2
1317;William Scott;34;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;6.06;1
1318;Danielle Flynn;50;Man;Danmark;Popuppreklam med musik;Husbil-Familj;3.12;3
1319;Joseph Juarez;40;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.13;0
1320;Samuel Cisneros MD;63;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;3.14;2
1321;Angela Williams;42;Man;Danmark;Helsidereklam;Husbil-Lyx;6.15;0
1322;Joshua Davis;37;Man;Danmark;Popuppreklam med musik;Husbil-Sport;3.14;1
1323;Sarah Garza DVM;63;Man;Danmark;Popuppreklam med musik;Husbil-Familj;3.14;1
1324;Kelsey Hunter;53;Kvinna;Danmark;Popuppreklam med musik;Husbil-Lyx;3.15;2
1325;Jennifer Smith;32;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.16;2
1326;Darlene Ochoa;40;Kvinna;Sverige;Popuppreklam med musik;Husbil-Sport;3.17;3
1327;John Jones;23;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.18;3
1328;Caitlyn Watts;27;Man;Sverige;Helsidereklam;Husbil-Budget;6.46;2
1329;James Wright;19;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.18;1
1330;Mark Meyers;78;Man;Norge;Helsidereklam;Husbil-Familj;4.61;3
1331;Elizabeth Jones;18;Man;Danmark;Popuppreklam med musik;Husbil-Budget;3.18;2
1332;Sheryl Dixon;23;Kvinna;Danmark;Helsidereklam;Husbil-Budget;5.05;0
1333;Raymond Butler;51;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.18;1
1334;Joan Boone;37;Man;England;Helsidereklam;Husbil-Sport;5.26;2
1335;Alex Peterson;67;Man;Sverige;Sidebarreklam;Husbil-Familj;7.18;2
1336;Julia Shea MD;61;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;3.19;1
1337;Christopher Skinner;75;Man;Norge;Sidebarreklam;Husbil-Budget;7.16;3
1338;Lauren Martinez;68;Man;Tyskland;Sidebarreklam;Husbil-Lyx;7.15;2
1339;Tara Cox;69;Man;Norge;Sidebarreklam;Husbil-Sport;7.15;0
1340;Megan Lewis;50;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;3.19;2
1341;Julia Conrad;67;Man;England;Sidebarreklam;Husbil-Lyx;7.15;0
1342;Rachel Sullivan;79;Man;Norge;Popuppreklam med musik;Husbil-Familj;3.21;1
1343;Dawn Butler;65;Man;Norge;Sidebarreklam;Husbil-Lyx;7.13;1
1344;Michael Andrews;33;Man;England;Popuppreklam med musik;Husbil-Budget;3.22;1
1345;Barbara Davis;72;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;3.23;0
1346;Christopher Bennett;26;Man;Norge;Helsidereklam;Husbil-Sport;7.1;1
1347;Elizabeth Green;28;Man;Sverige;Sidebarreklam;Husbil-Sport;7.13;0
1348;Mary Weiss;68;Kvinna;Norge;Popuppreklam med musik;Husbil-Budget;3.23;1
1349;Diana Thornton;67;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;7.13;2
1350;Samantha Hernandez;78;Man;Norge;Popuppreklam med musik;Husbil-Familj;3.24;3
1351;Christopher Sullivan;32;Man;Norge;Sidebarreklam;Husbil-Budget;7.12;1
1352;Becky Young;27;Man;Norge;Popuppreklam med musik;Husbil-Familj;3.24;0
1353;Theresa Valdez;60;Man;Norge;Sidebarreklam;Husbil-Sport;7.12;1
1354;Theresa Cooper;49;Man;Norge;Helsidereklam;Husbil-Familj;4.86;1
1355;Ryan Reed;79;Man;Sverige;Sidebarreklam;Husbil-Familj;7.12;0
1356;Dawn Cohen;71;Man;Sverige;Helsidereklam;Husbil-Sport;7.1;1
1357;Cynthia Campbell;43;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.25;1
1358;Kimberly Miller;27;Man;Sverige;Helsidereklam;Husbil-Lyx;3.97;1
1359;Michael Rivera;60;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.26;0
1360;Chad Mckay;19;Kvinna;Norge;Helsidereklam;Husbil-Familj;4.01;1
1361;Colleen Vargas;24;Man;Sverige;Sidebarreklam;Husbil-Lyx;7.1;0
1362;Tom Ramos;80;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.26;1
1363;John Davis MD;49;Man;Danmark;Helsidereklam;Husbil-Budget;5.98;2
1364;Deanna Kline;70;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.28;0
1365;Amber Benson;31;Kvinna;Norge;Sidebarreklam;Husbil-Budget;7.1;2
1366;Mr. David Garcia Jr.;53;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.86;0
1367;Samuel Parker;22;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;3.31;0
1368;Darren Cook;43;Man;Sverige;Helsidereklam;Husbil-Familj;3.5;1
1369;Whitney Wilson;69;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.31;0
1370;Hailey Anderson;80;Kvinna;Sverige;Sidebarreklam;Husbil-Budget;7.09;3
1371;Brandon Andersen;69;Man;England;Popuppreklam med musik;Husbil-Sport;3.32;1
1372;Kimberly Merritt;47;Man;Norge;Popuppreklam med musik;Husbil-Lyx;3.34;1
1373;Shawn Reeves PhD;49;Man;Sverige;Sidebarreklam;Husbil-Budget;7.08;4
1374;Anthony Martin;67;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.34;0
1375;Melinda Diaz;40;Kvinna;Norge;Helsidereklam;Husbil-Familj;5.34;1
1376;Eric Cruz;34;Kvinna;Danmark;Sidebarreklam;Husbil-Familj;7.08;0
1377;Edward Jones;19;Man;Sverige;Sidebarreklam;Husbil-Sport;7.07;0
1378;Thomas Dunn;33;Man;Sverige;Sidebarreklam;Husbil-Sport;7.07;0
1379;William Roach;24;Man;Sverige;Sidebarreklam;Husbil-Familj;7.07;1
1380;Lori Edwards;28;Man;Norge;Helsidereklam;Husbil-Budget;6.79;3
1381;Daniel Tyler;49;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.34;0
1382;James Weber MD;30;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.35;2
1383;Courtney Mendez;45;Man;Sverige;Helsidereklam;Husbil-Lyx;3.69;1
1384;Daniel Lee;59;Man;Sverige;Helsidereklam;Husbil-Familj;6.82;2
1385;Melissa Morgan;29;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;3.35;0
1386;Kaitlyn Weiss;36;Man;Sverige;Helsidereklam;Husbil-Familj;6.56;1
1387;Anita Howard;46;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;3.35;0
1388;Heather Snyder;63;Man;Norge;Sidebarreklam;Husbil-Familj;7.06;1
1389;William Newman DDS;79;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.05;3
1390;Adam King;75;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;7.05;0
1391;Daniel Jackson;35;Man;Sverige;Helsidereklam;Husbil-Familj;5.95;4
1392;James Silva;78;Man;England;Helsidereklam;Husbil-Familj;3.68;0
1393;Shaun Oliver;41;Man;Danmark;Sidebarreklam;Husbil-Familj;7.02;2
1394;Dr. Grace Kim;71;Kvinna;Norge;Sidebarreklam;Husbil-Budget;7;1
1395;Tabitha Craig;44;Man;Norge;Sidebarreklam;Husbil-Sport;7;1
1396;Johnathan Clark;22;Man;Tyskland;Popuppreklam med musik;Husbil-Sport;3.35;1
1397;Dr. John Adams DVM;78;Man;England;Helsidereklam;Husbil-Budget;6.75;2
1398;Tammy White;69;Man;Sverige;Helsidereklam;Husbil-Budget;4.03;3
1399;Katie Montgomery;74;Man;Sverige;Helsidereklam;Husbil-Familj;5.78;0
1400;Daniel Garcia;25;Man;Norge;Sidebarreklam;Husbil-Sport;7;1
1401;Jennifer Smith;41;Kvinna;Danmark;Helsidereklam;Husbil-Budget;3.82;2
1402;Robert Taylor;77;Kvinna;Danmark;Helsidereklam;Husbil-Sport;5.67;2
1403;Caroline White;74;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.35;0
1404;Caroline Garcia;20;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.66;1
1405;Michael Cunningham;55;Man;Norge;Popuppreklam med musik;Husbil-Lyx;3.38;1
1406;Sean Huynh;57;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.39;1
1407;Miranda Payne;50;Man;Sverige;Helsidereklam;Husbil-Lyx;3.42;1
1408;Christopher Moss;54;Man;Danmark;Sidebarreklam;Husbil-Budget;6.99;0
1409;Joann Lester;39;Kvinna;England;Helsidereklam;Husbil-Budget;4.44;0
1410;Kurt Howard;43;Kvinna;Danmark;Helsidereklam;Husbil-Familj;4.77;0
1411;Daniel Weeks;59;Man;Norge;Helsidereklam;Husbil-Familj;3.79;1
1412;Timothy Reilly;61;Kvinna;England;Popuppreklam med musik;Husbil-Familj;3.39;1
1413;Virginia Powers;51;Kvinna;Danmark;Helsidereklam;Husbil-Lyx;4.79;2
1414;Charles Carter;42;Man;Sverige;Sidebarreklam;Husbil-Budget;6.99;1
1415;Jesse Brown;76;Man;Norge;Helsidereklam;Husbil-Lyx;4.35;1
1416;Barbara Wood;53;Man;Norge;Sidebarreklam;Husbil-Sport;6.98;1
1417;Linda Dixon;48;Man;Norge;Popuppreklam med musik;Husbil-Lyx;3.39;1
1418;Heather Munoz;28;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;6.97;2
1419;Mario Holland;38;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.39;1
1420;Nancy Chen;20;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;3.41;2
1421;Jordan Rice;29;Kvinna;Norge;Sidebarreklam;Husbil-Sport;6.97;0
1422;Shelby Pacheco;29;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.96;0
1423;Jonathan Ward;22;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.41;1
1424;Austin Joyce;70;Kvinna;Sverige;Sidebarreklam;Husbil-Lyx;6.94;1
1425;Nathaniel Harris;52;Man;Sverige;Helsidereklam;Husbil-Budget;6.76;0
1426;Veronica Hoffman;46;Man;Sverige;Sidebarreklam;Husbil-Budget;6.94;1
1427;Kevin Martinez;36;Kvinna;Danmark;Helsidereklam;Husbil-Budget;5.47;1
1428;Tyler Valdez;33;Kvinna;Danmark;Helsidereklam;Husbil-Sport;4.15;1
1429;Erica Gomez;60;Man;Sverige;Helsidereklam;Husbil-Sport;4.46;0
1430;Emily Decker;35;Kvinna;Danmark;Sidebarreklam;Husbil-Sport;6.92;1
1431;David Chang;58;Kvinna;Danmark;Helsidereklam;Husbil-Familj;4.75;0
1432;Latoya Monroe;52;Man;Norge;Helsidereklam;Husbil-Familj;4.08;1
1433;Jennifer Hood;53;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;3.42;1
1434;Christopher Woodward;35;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.42;0
1435;Matthew Moreno;73;Man;Norge;Helsidereklam;Husbil-Lyx;5.82;1
1436;Sara Marsh;65;Kvinna;Norge;Sidebarreklam;Husbil-Familj;6.91;1
1437;Gregory Chase;44;Kvinna;Sverige;Helsidereklam;Husbil-Sport;6.13;1
1438;Blake Thompson;39;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.43;1
1439;Michael Leach;21;Man;Sverige;Sidebarreklam;Husbil-Lyx;6.9;1
1440;Abigail Haynes;43;Man;Sverige;Helsidereklam;Husbil-Lyx;4;3
1441;Tara Frazier;75;Man;Sverige;Sidebarreklam;Husbil-Budget;6.9;1
1442;Sandra Scott;78;Kvinna;Danmark;Helsidereklam;Husbil-Budget;3.92;2
1443;Christopher Peters;49;Kvinna;Norge;Popuppreklam med musik;Husbil-Lyx;3.44;1
1444;Sarah Davis;73;Man;Norge;Helsidereklam;Husbil-Sport;3.97;2
1445;Eileen Roberts;80;Kvinna;Norge;Helsidereklam;Husbil-Familj;5.52;1
1446;Robin Jackson;52;Man;Norge;Sidebarreklam;Husbil-Familj;6.9;3
1447;Douglas Joseph;30;Kvinna;Danmark;Helsidereklam;Husbil-Familj;6.37;0
1448;Thomas Goodwin;62;Man;Sverige;Sidebarreklam;Husbil-Sport;6.9;1
1449;Rebecca Hart;61;Man;Norge;Helsidereklam;Husbil-Familj;6.54;1
1450;Danielle White;34;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.44;2
1451;Francisco Ruiz;63;Man;Sverige;Popuppreklam med musik;Husbil-Lyx;3.44;0
1452;Katrina Bailey;33;Kvinna;Danmark;Popuppreklam med musik;Husbil-Budget;3.44;1
1453;David Benson;20;Man;Sverige;Helsidereklam;Husbil-Familj;6.69;1
1454;Nicole Mccarthy;41;Man;Sverige;Sidebarreklam;Husbil-Sport;6.89;0
1455;Terry Miller;72;Man;Norge;Helsidereklam;Husbil-Familj;3.9;2
1456;Zoe Owens;47;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.44;2
1457;Peter Phillips;28;Man;Danmark;Helsidereklam;Husbil-Sport;4.47;1
1458;Bradley Robinson;35;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;6.88;0
1459;David Mason;36;Man;Sverige;Helsidereklam;Husbil-Familj;5.65;2
1460;Drew Cervantes;72;Kvinna;Sverige;Popuppreklam med musik;Husbil-Budget;3.45;2
1461;Daniel Brown DVM;29;Kvinna;Norge;Helsidereklam;Husbil-Sport;5.17;2
1462;Abigail Dean;50;Man;Sverige;Helsidereklam;Husbil-Sport;6.47;1
1463;Matthew Mendoza;29;Man;Norge;Helsidereklam;Husbil-Budget;3.8;1
1464;Angela Ryan;34;Man;Sverige;Popuppreklam med musik;Husbil-Sport;3.46;1
1465;Robert Perez;36;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;6.88;2
1466;Gina Sandoval;67;Kvinna;Danmark;Helsidereklam;Husbil-Budget;4.53;0
1467;Christopher Hodges MD;60;Kvinna;Norge;Helsidereklam;Husbil-Lyx;5.6;3
1468;Manuel Palmer;56;Man;Sverige;Popuppreklam med musik;Husbil-Familj;3.47;0
1469;Caroline Jimenez;30;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;3.47;2
1470;Robert Jones;45;Man;Sverige;Helsidereklam;Husbil-Sport;6.65;1
1471;Edward Higgins;30;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;3.48;1
1472;Suzanne Johnson;32;Man;Sverige;Sidebarreklam;Husbil-Sport;6.88;1
1473;Bridget Suarez;42;Man;Sverige;Helsidereklam;Husbil-Sport;3.51;0
1474;Deborah Stewart;43;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.48;1
1475;Christina Hartman;74;Kvinna;Danmark;Popuppreklam med musik;Husbil-Familj;3.48;1
1476;Samantha Franco;21;Man;England;Sidebarreklam;Husbil-Sport;6.87;1
1477;Steven Jones;70;Man;Norge;Helsidereklam;Husbil-Familj;3.8;2
1478;Ralph Mccullough;41;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;3.49;3
1479;Robert Young;27;Man;Sverige;Helsidereklam;Husbil-Sport;4.02;0
1480;Billy Bryant;39;Man;Sverige;Helsidereklam;Husbil-Budget;5.38;3
1481;Mr. Benjamin Pope;70;Kvinna;Danmark;Helsidereklam;Husbil-Budget;4.39;2
1482;Scott Stone;33;Kvinna;Norge;Popuppreklam med musik;Husbil-Lyx;3.51;0
1483;Christopher Robinson;51;Man;Norge;Sidebarreklam;Husbil-Budget;6.87;0
1484;Deanna Baker;50;Man;England;Popuppreklam med musik;Husbil-Budget;3.52;2
1485;Kevin Jackson;69;Man;Norge;Popuppreklam med musik;Husbil-Sport;3.52;1
1486;Christina Moss;68;Man;Sverige;Sidebarreklam;Husbil-Budget;6.86;1
1487;Debra Gamble;58;Kvinna;Danmark;Popuppreklam med musik;Husbil-Sport;3.54;1
1488;Linda Collins;19;Man;Norge;Sidebarreklam;Husbil-Familj;6.85;1
1489;Kaitlyn Li;20;Man;Tyskland;Helsidereklam;Husbil-Lyx;4.78;3
1490;Walter Miller;31;Man;Danmark;Popuppreklam med musik;Husbil-Budget;3.54;1
1491;Jordan Hamilton;42;Kvinna;Tyskland;Popuppreklam med musik;Husbil-Familj;3.54;1
1492;Veronica Hartman;23;Man;Danmark;Helsidereklam;Husbil-Familj;5.08;0
1493;Julie Carter;78;Man;Norge;Sidebarreklam;Husbil-Sport;6.85;1
1494;Ashley Short;35;Kvinna;Danmark;Sidebarreklam;Husbil-Budget;6.83;0
1495;Jennifer Smith;69;Man;Sverige;Helsidereklam;Husbil-Familj;4.99;1
1496;Peter Cameron;31;Man;Sverige;Helsidereklam;Husbil-Sport;4.72;2
1497;Samantha Brown;63;Man;Sverige;Popuppreklam med musik;Husbil-Budget;3.55;1
1498;Jose Avery;52;Man;Danmark;Sidebarreklam;Husbil-Sport;6.82;4
1499;Danielle Smith;63;Kvinna;Tyskland;Sidebarreklam;Husbil-Budget;6.81;0
1500;Kevin Rivera;19;Man;Sverige;Helsidereklam;Husbil-Familj;5.53;2
1501;Jennifer Kelly;27;Man;Sverige;Helsidereklam;Husbil-Familj;6.72;1
1502;Joseph Patterson;27;Man;Tyskland;Popuppreklam med musik;Husbil-Sport;3.55;1
1503;George Ross;44;Man;Norge;Helsidereklam;Husbil-Sport;4.47;1
1504;David Terrell;41;Man;Sverige;Sidebarreklam;Husbil-Familj;6.8;2
1505;Amy Harmon;70;Man;England;Helsidereklam;Husbil-Budget;4.06;1
1506;Robert Johnson;68;Kvinna;Norge;Helsidereklam;Husbil-Sport;6.05;1
1507;Kaitlyn Newton;79;Kvinna;Norge;Popuppreklam med musik;Husbil-Familj;3.56;1
1508;Jesus Martinez;35;Man;Norge;Sidebarreklam;Husbil-Budget;6.8;2
1509;Andrew Thomas;41;Man;England;Popuppreklam med musik;Husbil-Lyx;3.56;1
1510;Diane Maxwell;39;Kvinna;Danmark;Helsidereklam;Husbil-Sport;3.86;1
1511;Angel Sanchez;69;Man;Norge;Helsidereklam;Husbil-Lyx;5.07;0
1512;Barbara Jackson;54;Man;Norge;Helsidereklam;Husbil-Familj;5.46;2
